LOCALIDADES,San Miguel Agua Bendita,Buenavista,San Lorenzo Querndaro,Guarda la Lagunita (Las Canoas),San Jernimo de los Jarros,San Isidro Boxipe,San Jernimo Bonchete,San Antonio Villalongn,San Francisco Curungueo,San Juan Jalpa Centro,Pursima Concepcin Mayorazgo (Mayorazgo),Senguio,Sitio Ejido,Ejido Loma de Malacota (Loma de Malacota),Tzintzingareo,San Felipe los Alzati (Colonia Nueva),Jalpa de los Baos,Tuzantla,Santa Cruz Bombatevi,Barrio San Joaqun la Cabecera,Barrio de San Pedro la Cabecera,San Sebastin Buenos Aires (San Sebastin),La Puerta del Pilar,Barrio San Joaqun el Junco,San Juan,Zacazonapan,Bombatevi Ejido (Ejido Santa Cruz Bombatevi),Manzana de San Luis,Irimbo,San Juan Xoconusco,San Lucas Ocotepec,Cieneguillas de Guadalupe,San Agustn Citlali,Tecoac (Santa Mara Nativitas),San Ildefonso Tultepec (Centro),Santa Ana la Ladera,San Felipe Santiago,San Lorenzo Malacota,San Lorenzo Toxico,San Felipe Santiago,Dolores Hidalgo,San Marcos de la Loma,Mextepec (Ex-Hacienda Mextepec),San Jernimo Ixtapantongo,Tlalpujahua de Rayn,San Antonio de las Huertas,Barrio Cuarto (La Loma),San Agustn de las Palmas (San Agustn),Benito Jurez,Santiago Puriatzcuaro,Emilio Portes Gil,Santiago Coachochitln,Manzana Tercera de Santa Cruz Tepexpan,San Lucas Totolmaloya,Ocampo,Guadalupe Cachi,Villa Victoria,Santa Clara de Jurez,San Juan de las Manzanas,Pueblo Nuevo,Los Reyes,Agostitln,Villa de Acambay de Ruz Castaeda,Santa Mara del Llano,Calvario del Carmen,Contepec,San Pedro del Rosal,San Matas Grande,San Cristbal los Baos,San Felipe del Progreso,San Ildefonso,Pueblo Nuevo,La Magdalena,Santa Ana Ixtlahuaca (Santa Ana Ixtlahuacingo),Tungareo,Mineral de Angangueo,Manzana Cuarta de Santa Cruz Tepexpan,San Antonio Enchisi,San Agustn Mextepec,San Pedro el Alto,Santiago Casandeje,San Bartolo Cuitareo,San Simn de la Laguna,Jungapeo de Jurez,San Juan Coajomulco,San Miguel la Labor,Colorines,El Oro de Hidalgo,San Miguel Tenochtitln,Santiago Acutzilapan,San Nicols Guadalupe,Santa Mara Citendeje,Rincn de Nicols Romero (Cedros Tercera Manzana),Ixtlahuaca de Rayn,San Francisco Tepeolulco,La Concepcin los Baos,Emiliano Zapata (Santo Domingo),San Lorenzo Tlacotepec,Jocotitln,Santo Domingo de Guzmn,Tuxpan,San Pedro los Baos,San Bartolo del Llano,Temascalcingo de Jos Mara Velasco,Atlacomulco de Fabela,Valle de Bravo,Maravato de Ocampo,Ciudad Hidalgo,Herica Zitcuaro, 
Manzana Cuarta de Santa Cruz Tepexpan,52.96,85.278,142.718,58.646,46.708,22.339,39.061,198.453,106.815,36.107,43.231,105.433,42.837,15.439,116.925,110.255,28.151,155.986,37.525,4.895,3.34,34.584,68.845,7.05,83.965,146.978,38.34,96.36,123.667,102.577,36.358,43.101,20.253,33.613,92.135,17.575,10.096,18.147,13.223,72.569,31.353,39.32,32.269,9.853,82.233,39.722,29.345,86.847,129.358,121.165,28.769,59.624,2.558,85.33,124.05,14.194,62.082,34.987,14.679,21.152,19.723,148.232,54.782,11.252,52.993,80.9,34.159,158.689,29.405,46.57,8.28,62.696,73.403,22.323,101.441,87.653,0,29.03,27.693,24.42,48.483,153.532,81.498,125.435,47.848,42.62,104.261,62.973,40.316,39.862,44.532,40.294,100.934,5.642,50.499,26.524,10.303,39.456,22.201,8.887,127.574,23.886,5.683,67.329,34.279,86.502,100.54,146.795,100.875, 
San Antonio Enchisi,45.217,63.161,105.651,46.778,24.591,27.036,40.007,160.169,128.479,26.176,31.363,83.316,64.501,28.844,94.808,131.919,24.132,177.65,15.408,25.846,26.185,32.063,90.509,26.42,105.629,168.642,16.223,84.492,101.55,124.241,29.548,64.765,41.917,7.346,70.018,22.606,37.098,35.233,34.887,94.233,30.194,48.267,49.503,29.224,60.116,47.342,22.567,108.511,151.022,99.048,31.363,37.507,30.625,63.213,83.221,23.517,83.746,31.473,33.6,34.907,11.421,135.851,32.665,21.693,41.124,58.783,4.675,120.405,9.934,23.176,27.65,40.579,51.286,29.61,79.324,75.785,29.03,0,26.925,28.131,25.263,117.899,105.338,149.275,24.628,39.986,128.101,39.753,17.096,11.565,41.858,17.074,124.774,26.671,27.279,15.118,29.813,16.235,6.4,24.236,123.58,15.485,29.285,44.108,11.058,110.342,77.319,111.162,124.715, 
San Agustn Mextepec,29.889,63.622,106.112,31.449,35.03,5.876,11.864,160.63,97.439,9.924,16.034,70.943,31.597,40.754,95.269,82.456,10.645,146.61,23.387,23.435,24.284,58.425,43.937,21.16,103.435,166.448,26.662,69.163,102.011,93.202,9.161,48.235,29.147,28.673,81.806,11.069,35.761,43.812,32.693,63.193,4.156,28.657,28.995,24.95,48.592,17.986,44.026,77.471,119.982,99.509,1.997,37.598,29.289,75.001,67.892,16.42,46.419,49.56,14.053,46.817,27.828,138.856,44.452,30.523,25.796,59.244,29.218,120.866,15.277,10.634,18.961,52.367,48.858,9.103,79.785,60.456,27.693,26.925,0,4.64,19.431,104.112,70.795,114.278,16.277,16.02,101.327,42.415,17.837,37.862,20.047,23.863,89.777,22.365,29.941,12.925,17.881,27.383,24.045,23.674,116.417,16.58,25.447,45.521,23.346,83.801,79.125,97.375,89.718, 
San Pedro el Alto,27.6,67.593,110.083,35.42,39.001,2.749,15.835,164.601,93.815,13.895,20.005,74.914,30.033,37.48,99.24,97.255,11.851,142.986,27.358,20.162,21.011,55.151,40.313,17.887,92.527,155.54,30.633,73.134,105.982,89.578,13.132,46.671,25.873,29.879,85.777,7.795,32.488,40.539,29.42,59.569,8.127,25.033,27.431,21.677,52.563,14.362,45.874,73.847,116.358,103.48,5.543,41.569,26.016,78.972,71.863,13.146,42.795,51.033,10.78,43.543,31.787,135.232,48.423,27.249,29.767,63.215,30.424,124.837,16.483,14.605,15.688,56.338,52.829,5.829,83.756,64.427,24.42,28.131,4.64,0,23.223,138.436,66.856,110.339,20.069,15.92,97.388,46.207,21.629,41.654,19.343,27.655,85.838,19.092,33.733,14.108,14.609,31.175,22.462,20.401,112.478,17.763,22.174,49.313,27.138,79.862,82.917,131.699,85.779, 
Santiago Casandeje,31.104,45.324,87.814,32.665,20.37,24.213,25.894,142.332,88.641,12.063,17.25,65.479,49.934,48.297,76.971,83.672,20.481,147.978,15.69,45.3,45.638,52.641,59.179,45.873,125.083,188.096,18.965,70.379,83.713,143.695,15.435,84.219,47.484,20.745,74.109,29.406,56.551,54.686,54.341,113.687,16.081,43.899,47.332,48.677,33.138,33.229,43.145,127.965,121.35,81.211,19.068,19.3,50.078,67.304,69.108,34.757,61.661,52.05,32.39,54.36,37.98,118.014,36.755,41.146,27.011,40.946,25.798,102.568,17.354,9.063,37.299,44.67,30.56,27.44,61.487,61.672,48.483,25.263,19.431,23.223,0,100.934,84.4,119.409,3.343,28.31,114.932,23.644,6.298,29.87,27.855,6.227,103.383,43.752,11.17,22.927,36.17,13.637,31.584,41.316,106.615,32.565,46.365,26.75,15.354,127.423,60.354,94.197,103.324, 
San Bartolo Cuitareo,78.325,64.421,14.731,76.614,103.641,136.848,136.004,37.455,50.553,112.337,90.025,34.202,113.988,140.933,26.342,45.583,136.222,109.889,108.192,150.129,151.008,142.075,105.401,152.01,113.657,174.915,105.343,55.478,17.318,76.656,95.157,124.595,130.945,110.179,156.08,139.254,162.161,147.322,146.078,85.651,100.762,113.561,113.371,151.055,66.817,124.068,132.579,96.293,83.261,41.499,103.749,86.6,155.688,149.275,41.247,135.607,98.638,141.484,137.588,146.996,130.616,17.84,118.727,133.782,87.58,78.756,115.232,13.177,122.024,109.337,153.239,126.641,97.86,134.549,50.049,46.771,153.532,117.899,104.112,138.436,100.934,0,106.048,40.266,102.961,88.078,136.58,73.944,114.039,120.427,85.447,101.65,59.305,153.013,94.573,123.485,157.447,108.888,122.87,132.602,27.472,123.851,154.394,94.501,106.293,133.406,41.043,9.3,54.342, 
San Simn de la Laguna,64.482,158.751,94.38,73.12,120.181,65.268,64.423,150.115,58.477,75.366,72.047,118.458,42.408,98.888,108.736,61.917,101.624,107.648,110.998,78.095,78.974,116.559,33.821,79.976,9.355,69.636,111.813,87.085,101.574,31.41,70.663,53.957,59.364,107.086,165.608,67.674,90.127,98.178,74.044,24.231,70.865,41.98,41.791,79.021,90.263,52.487,107.282,15.893,81.02,128.339,71.698,133.097,83.654,158.803,75.712,88.863,27.058,112.441,66.007,104.951,93.196,99.894,128.255,87.075,65.527,154.373,107.631,110.351,102.877,76.076,81.205,136.169,146.876,62.969,134.305,86.129,81.498,105.338,70.795,66.856,84.4,106.048,0,78.01,85.576,58.205,31.298,84.664,114.704,114.249,60.762,114.682,53.509,80.38,124.887,100.912,84.814,113.843,96.589,84.404,80.149,98.274,81.761,141.716,108.666,30.49,125.25,99.37,53.45, 
Jungapeo de Jurez,73.621,82.896,28.599,71.91,122.116,108.751,107.907,84.334,22.455,93.415,85.322,52.677,85.891,142.825,42.955,17.486,145.561,64.199,126.667,122.032,122.911,160.496,77.304,123.913,85.56,146.818,123.818,43.024,35.793,48.559,90.454,96.498,102.848,151.023,174.555,111.157,134.064,142.115,117.981,57.554,114.349,85.464,85.274,122.958,74.068,95.971,151.219,68.196,37.57,62.558,115.181,105.075,127.591,167.75,31.651,132.8,70.541,156.378,109.491,148.888,137.133,32.018,137.202,131.012,82.876,97.231,151.568,44.57,146.814,91.162,125.142,145.116,116.335,106.452,68.524,42.068,125.435,149.275,114.278,110.339,119.409,40.266,78.01,0,96.924,101.632,108.485,80.74,98.484,158.787,104.189,120.096,31.21,124.918,113.019,145.45,129.352,127.334,141.127,128.942,14.387,142.812,126.299,112.947,124.739,105.311,59.489,33.608,26.247, 
San Juan Coajomulco,27.95,48.007,90.497,29.511,23.053,21.059,22.74,145.015,85.487,8.909,14.096,68.162,46.78,47.662,79.654,80.518,17.327,144.824,15.055,44.665,45.003,52.006,56.025,45.238,124.448,187.461,18.33,67.225,86.396,105.29,12.281,83.584,44.33,20.11,73.474,26.252,55.916,54.051,53.706,75.281,12.927,40.745,44.178,48.042,35.821,30.075,42.51,89.559,118.196,83.894,15.914,21.983,49.443,66.669,65.954,31.603,58.507,51.415,29.236,53.725,37.345,120.697,36.12,40.511,23.857,43.629,25.163,105.251,14.2,5.909,34.145,44.035,33.243,24.286,64.17,58.518,47.848,24.628,16.277,20.069,3.343,102.961,85.576,96.924,0,25.155,111.777,26.326,5.749,29.782,24.7,7.36,100.228,43.664,13.852,19.772,33.015,16.319,31.496,41.228,109.297,23.427,46.277,29.432,15.266,127.335,63.036,96.879,100.169, 
San Miguel la Labor,13.846,72.974,75.614,27.965,44.382,18.053,8.334,130.132,82.156,19.276,17.521,67.459,27.927,51.206,79.526,85.596,23.706,131.327,32.739,38.362,39.211,69.69,28.654,36.087,65.755,135.46,36.014,56.208,71.513,77.919,14.573,44.565,37.854,37.794,91.158,25.995,50.688,58.739,47.62,47.91,14.775,21.243,25.325,39.877,45.108,10.573,57.087,62.188,104.699,108.861,15.657,46.95,44.216,84.353,54.937,31.346,31.136,62.621,28.979,57.269,40.889,123.573,53.804,45.449,11.001,68.596,42.279,90.368,28.338,19.986,33.888,61.719,58.21,19.327,89.137,47.501,42.62,39.986,16.02,15.92,28.31,88.078,58.205,101.632,25.155,0,88.726,39.496,28.032,48.057,4.419,34.058,65.478,37.292,40.136,25.562,32.808,37.578,36.682,38.601,92.118,29.217,40.374,55.716,33.541,76.065,89.32,83.949,65.419, 
Colorines,95.014,181.514,124.912,103.652,142.944,95.8,94.955,180.647,89.009,105.898,102.579,148.99,72.94,121.651,139.268,92.449,124.387,82.409,133.761,100.858,101.737,139.322,64.353,102.739,32.103,39.689,134.576,117.617,132.106,36.156,101.195,76.72,89.896,129.849,188.371,98.206,112.89,120.941,96.807,54.763,101.397,72.512,72.323,101.784,120.795,83.019,130.045,38.139,66.848,158.871,102.23,155.86,106.417,181.566,106.244,111.626,57.59,135.204,96.539,127.714,115.959,130.426,151.018,109.838,96.059,177.136,130.394,140.883,125.64,106.608,103.968,158.932,169.639,93.501,164.837,116.661,104.261,128.101,101.327,97.388,114.932,136.58,31.298,108.485,111.777,88.726,0,115.196,134.223,133.768,91.294,134.201,84.041,99.899,144.406,120.431,104.333,133.362,116.108,103.923,110.681,117.793,101.28,161.235,128.185,20.907,155.782,129.902,83.982, 
El Oro de Hidalgo,27.29,23.781,61.48,12.63,33.451,47.197,44.738,115.998,69.303,35.047,29.365,40.083,76.665,62.787,60.917,64.334,43.942,128.64,30.18,59.79,60.128,67.131,55.113,60.363,92.214,161.919,33.455,51.04,57.379,104.378,34.497,98.709,75.861,35.235,88.416,56.55,71.041,69.176,68.831,74.369,39.065,53.451,76.048,63.167,9.611,49.072,57.635,88.647,102.012,65.156,42.052,18.616,64.568,81.611,49.77,57.461,57.594,66.54,55.374,68.85,52.47,91.68,51.063,55.636,34.156,24.735,40.288,76.234,39.578,32.047,61.593,42.897,29.876,50.424,45.433,42.333,62.973,39.753,42.415,46.207,23.644,73.944,84.664,80.74,26.326,39.496,115.196,0,30.085,44.244,34.087,24.899,78.875,58.126,20.923,46.573,61.267,28.01,45.958,55.69,79.988,46.939,60.739,25.949,29.728,101.972,45.071,67.57,73.912, 
San Miguel Tenochtitln,29.51,59.085,101.575,31.071,19.166,22.619,24.3,156.093,87.047,10.469,15.656,79.24,48.34,40.13,90.732,82.078,15.238,188.937,7.523,37.133,37.471,44.474,57.585,37.706,116.916,179.929,10.798,68.785,97.474,135.528,13.841,76.052,53.204,12.578,65.942,27.812,48.384,46.519,46.174,105.52,14.487,42.305,45.738,40.51,39.696,31.635,34.978,119.798,162.309,94.972,17.474,25.857,41.911,59.137,67.514,34.804,95.033,43.883,30.796,46.193,29.813,131.775,28.588,32.979,25.417,54.707,17.631,116.329,10.874,7.469,38.936,36.503,37.117,25.846,75.248,60.078,40.316,17.096,17.837,21.629,6.298,114.039,114.704,98.484,5.749,28.032,134.223,30.085,0,21.91,25.578,7.911,101.105,35.792,18.115,24.239,38.933,11.431,23.624,33.356,113.56,24.605,38.405,33.695,7.394,119.463,67.299,101.142,101.046, 
Santiago Acutzilapan,49.535,65.473,107.963,51.096,26.903,37.868,44.325,162.481,139.311,30.494,35.681,85.628,75.333,25.061,97.12,142.751,34.964,188.482,17.839,36.678,37.017,22.108,101.341,37.252,116.461,179.474,18.535,88.81,103.862,135.073,33.866,75.597,52.749,11.664,72.33,33.438,33.005,31.45,45.719,105.065,34.512,62.33,60.335,40.056,62.428,51.66,12.612,119.343,161.854,101.36,37.499,39.819,41.457,65.525,87.539,34.349,94.578,21.517,44.432,28.368,29.359,138.163,34.977,27.978,45.442,61.095,7.156,122.717,20.766,27.494,38.482,42.891,53.598,40.442,81.636,80.103,39.862,11.565,37.862,41.654,29.87,120.427,114.249,158.787,29.782,48.057,133.768,44.244,21.91,0,48.738,23.954,133.957,35.854,32.087,24.301,38.996,19.913,17.446,33.419,127.258,24.668,33.5,47.786,14.737,119.525,80.997,114.84,133.898, 
San Nicols Guadalupe,9.425,64.796,72.983,23.544,43.928,21.476,12.361,127.501,84.713,21.193,13.1,63.038,31.35,57.592,76.895,66.87,27.733,133.884,32.285,40.274,41.123,69.236,31.211,37.999,68.312,138.017,35.56,53.577,68.882,80.476,18.231,47.988,41.277,37.34,90.704,27.907,52.6,60.651,49.532,50.467,18.802,24.666,28.748,41.789,40.687,13.996,59.74,64.745,107.256,100.683,19.684,38.772,46.128,83.899,52.306,33.258,33.692,68.645,30.891,63.655,44.916,126.13,53.35,47.361,6.58,60.418,42.393,87.737,27.693,18.939,35.8,61.265,50.032,22.75,80.959,44.87,44.532,41.858,20.047,19.343,27.855,85.447,60.762,104.189,24.7,4.419,91.294,34.087,25.578,48.738,0,32.364,53.237,39.202,32.642,29.589,34.719,35.884,40.709,40.511,79.877,33.244,42.284,46.222,31.847,79.06,79.826,80.059,53.178, 
Santa Mara Citendeje,35.536,46.696,89.186,37.097,19.144,28.645,30.326,143.704,139.744,16.495,21.682,66.851,54.366,40.108,78.343,88.104,21.264,188.915,7.501,37.111,37.449,44.452,63.611,37.684,116.894,179.907,10.776,74.811,85.085,135.506,19.867,76.03,53.182,12.556,65.92,33.871,48.362,46.497,46.152,105.498,20.513,48.331,51.764,40.488,34.51,37.661,34.956,119.776,162.287,82.583,23.5,20.672,41.889,59.115,73.54,34.782,95.011,43.861,36.822,46.171,29.791,119.386,28.566,32.957,31.443,42.318,17.609,103.94,16.9,13.495,38.914,36.481,31.932,31.872,62.859,66.104,40.294,17.074,23.863,27.655,6.227,101.65,114.682,120.096,7.36,34.058,134.201,24.899,7.911,23.954,32.364,0,133.657,35.554,14.508,24.001,38.695,10.586,23.386,33.118,109.952,24.367,38.167,30.087,7.156,119.225,63.691,97.534,133.598, 
Rincn de Nicols Romero (Cedros Tercera Manzana),56.968,101.935,47.637,69.228,139.617,84.25,83.406,103.372,11.734,94.349,82.64,71.716,61.39,118.324,61.993,15.174,121.06,60.043,130.434,97.531,98.41,135.995,52.803,99.412,61.059,122.317,131.249,40.342,54.832,23.258,89.646,71.997,78.347,126.522,185.044,86.656,109.563,117.614,93.48,33.053,89.848,60.963,60.773,98.457,71.386,71.47,126.718,43.695,33.415,81.596,90.68,124.114,103.09,178.239,28.969,108.299,46.04,131.877,84.99,124.387,112.632,53.151,147.691,106.511,58.013,116.27,127.067,63.608,122.313,95.059,100.641,155.605,135.374,81.951,87.563,39.386,100.934,124.774,89.777,85.838,103.383,59.305,53.509,31.21,100.228,65.478,84.041,78.875,101.105,133.957,53.237,133.657,0,99.764,144.271,120.296,104.198,133.227,115.973,103.788,32.85,117.658,101.145,131.41,128.05,80.157,77.952,52.072,6.155, 
Ixtlahuaca de Rayn,47.459,80.084,122.574,53.145,41.514,16.838,33.56,177.092,105.442,30.913,37.73,100.239,29.361,19.053,111.731,108.882,22.957,154.613,32.331,2.592,2.797,37.892,67.472,1.997,82.592,145.605,33.146,90.859,118.473,101.204,30.857,41.728,18.88,28.419,86.941,12.074,13.71,21.761,11.85,71.196,25.852,33.819,26.768,4.8,77.039,34.221,28.615,85.474,127.985,115.971,23.268,54.43,7.237,80.136,122.677,8.693,60.709,33.774,9.178,26.284,14.529,146.859,49.588,10.658,47.492,75.706,28.964,137.328,24.21,41.376,3.227,57.502,68.209,16.822,96.247,82.152,5.642,26.671,22.365,19.092,43.752,153.013,80.38,124.918,43.664,37.292,99.899,58.126,35.792,35.854,39.202,35.554,99.764,0,46.748,22.773,4.965,35.705,18.45,3.549,126.283,20.135,4.576,63.578,30.528,85.211,96.789,145.504,99.584, 
San Francisco Tepeolulco,35.815,39.619,82.109,30.851,13.858,34.723,36.404,136.627,123.226,22.573,27.76,59.774,60.444,50.313,71.266,118.256,31.468,199.12,15.417,47.316,47.654,52.585,69.196,47.889,127.099,190.112,15.098,71.963,78.008,145.711,25.945,86.235,63.387,20.689,69.137,44.076,58.567,56.702,56.357,115.703,26.591,54.409,57.842,50.693,30.534,43.739,43.089,129.981,172.492,75.506,29.578,10.348,52.094,62.331,70.693,44.987,105.216,51.994,42.9,56.376,39.996,112.309,31.783,43.162,31.722,35.241,25.742,96.863,27.104,19.573,49.119,23.304,21.748,37.95,55.782,63.256,50.499,27.279,29.941,33.733,11.17,94.573,124.887,113.019,13.852,40.136,144.406,20.923,18.115,32.087,32.642,14.508,144.271,46.748,0,34.214,48.908,12.347,33.599,43.331,99.188,34.58,48.38,17.943,17.369,129.438,52.927,86.77,126.057, 
La Concepcin los Baos,35.277,68.531,111.021,36.837,29.961,14.942,21.83,165.539,125.974,11.071,21.422,88.686,38.524,26.338,100.178,129.414,3.115,175.145,20.778,23.341,23.679,39.95,53.159,23.914,103.124,166.137,21.593,74.551,106.92,121.736,19.127,62.26,39.412,16.866,75.388,11.205,34.592,32.727,32.382,91.728,12.69,37.879,35.922,26.718,65.486,27.208,32.219,106.006,148.517,104.418,10.346,42.877,28.119,68.583,73.28,13.837,81.241,37.753,18.718,32.401,16.021,141.221,38.035,19.187,31.184,64.153,17.411,125.775,4.608,14.602,25.144,45.949,56.656,16.03,84.694,65.844,26.524,15.118,12.925,14.108,22.927,123.485,100.912,145.45,19.772,25.562,120.431,46.573,24.239,24.301,29.589,24.001,120.296,22.773,34.214,0,23.676,32.136,11.813,18.099,145.278,4.348,23.148,60.009,26.959,104.206,93.22,127.063,118.579, 
Emiliano Zapata (Santo Domingo),42.976,83.225,125.715,48.661,44.655,12.354,29.076,180.233,109.876,23.266,33.246,103.38,24.878,23.363,114.872,113.316,17.435,159.047,35.472,7.026,7.459,41.034,71.906,4.751,87.026,150.039,36.287,86.375,121.614,105.638,26.373,46.162,15.262,31.56,90.082,8.744,18.371,26.422,16.284,75.63,21.369,29.335,22.285,8.541,80.18,29.738,31.757,89.908,132.419,119.112,18.784,57.571,11.899,83.277,85.104,5.363,65.143,36.916,4.021,29.426,17.67,151.293,52.729,13.132,43.008,78.847,32.106,140.469,27.352,27.846,2.776,60.643,71.35,12.338,99.388,77.668,10.303,29.813,17.881,14.609,36.17,157.447,84.814,129.352,33.015,32.808,104.333,61.267,38.933,38.996,34.719,38.695,104.198,4.965,48.908,23.676,0,40.804,23.549,6.061,112.238,14.888,7.834,68.677,35.627,88.937,101.888,131.459,85.539, 
San Lorenzo Tlacotepec,39.056,53.934,96.424,40.617,9.258,32.165,33.846,150.942,138.905,20.015,25.202,74.089,74.927,39.269,85.581,142.345,34.558,188.076,3.242,36.272,36.611,40.411,100.935,36.846,116.055,179.068,3.838,78.331,92.323,134.667,23.387,75.191,52.343,8.515,60.791,33.032,47.524,45.658,45.313,104.659,24.033,51.851,59.929,39.65,50.889,41.181,30.915,118.937,161.448,89.821,27.02,17.034,41.051,53.985,77.06,33.943,94.172,39.82,44.026,45.332,28.952,126.624,23.437,32.118,34.963,49.556,13.568,111.178,20.36,17.015,38.076,18.704,28.434,40.036,70.097,69.624,39.456,16.235,27.383,31.175,13.637,108.888,113.843,127.334,16.319,37.578,133.362,28.01,11.431,19.913,35.884,10.586,133.227,35.705,12.347,32.136,40.804,0,23.132,32.864,114.11,24.113,37.913,24.629,6.216,118.971,67.849,101.692,133.344, 
Jocotitln,51.249,67.916,110.406,52.81,29.346,20.208,32.95,164.924,121.651,22.191,37.395,88.071,57.672,17.025,99.563,125.091,14.235,170.822,20.163,19.018,19.356,25.768,83.681,19.591,98.801,161.814,20.978,90.524,106.305,117.413,30.247,57.937,35.089,13.227,74.773,15.778,30.269,23.414,28.059,87.405,23.81,41.439,42.675,22.395,64.871,38.328,18.037,101.683,144.194,103.803,21.466,42.262,23.796,67.968,89.253,16.689,76.918,23.571,26.771,23.088,4.951,140.606,37.42,12.215,47.156,63.538,10.556,125.16,15.489,29.208,20.821,45.334,56.041,22.782,84.079,81.817,22.201,6.4,24.045,22.462,31.584,122.87,96.589,141.127,31.496,36.682,116.108,45.958,23.624,17.446,40.709,23.386,115.973,18.45,33.599,11.813,23.549,23.132,0,17.269,144.448,10.194,22.318,51.139,18.089,103.376,84.35,118.193,117.749, 
Santo Domingo de Guzmn,48.768,77.648,120.138,54.454,39.078,18.147,34.869,174.656,109.466,28.477,39.039,97.803,30.67,17.786,109.295,112.906,20.521,158.637,29.895,6.833,6.043,35.457,71.496,4.909,86.616,149.629,30.71,92.168,116.037,105.228,32.166,45.752,19.295,25.983,84.505,13.383,16.955,24.175,15.874,75.22,27.161,35.128,28.077,7.712,74.603,35.53,26.18,89.498,132.009,113.535,24.577,51.994,10.483,77.7,126.701,10.002,64.733,31.339,10.487,23.849,12.093,150.883,47.152,11.717,48.801,73.27,26.529,134.892,21.775,38.94,6.611,55.066,65.773,18.131,93.811,83.461,8.887,24.236,23.674,20.401,41.316,132.602,84.404,128.942,41.228,38.601,103.923,55.69,33.356,33.419,40.511,33.118,103.788,3.549,43.331,18.099,6.061,32.864,17.269,0,129.359,16.91,7.229,60.352,27.302,88.287,93.563,127.406,102.66, 
Tuxpan,63.725,70.102,15.805,62.014,109.322,110.89,110.046,71.54,24.594,83.519,75.426,39.883,88.03,144.964,30.161,19.624,147.7,83.931,113.873,124.171,125.05,162.635,79.443,126.052,87.699,148.957,111.024,33.128,22.999,50.697,80.558,98.637,104.987,115.86,161.761,113.296,136.203,144.254,120.12,59.693,116.488,87.603,87.413,125.097,72.498,98.11,153.358,70.335,57.303,49.764,117.32,92.281,129.73,154.956,21.755,134.939,72.68,158.517,111.63,151.027,139.272,26.21,124.408,133.151,72.98,84.437,120.913,31.776,148.953,81.266,127.281,132.322,103.541,108.591,55.73,32.172,127.574,123.58,116.417,112.478,106.615,27.472,80.149,14.387,109.297,92.118,110.681,79.988,113.56,127.258,79.877,109.952,32.85,126.283,99.188,145.278,112.238,114.11,144.448,129.359,0,145.034,128.521,100.142,111.934,107.533,46.684,20.804,28.469, 
San Pedro los Baos,38.932,68.897,111.387,40.492,30.327,13.398,25.485,165.905,123.336,14.726,25.077,89.052,38.467,23.7,100.544,126.776,6.77,172.507,21.144,20.703,21.041,37.312,85.366,21.276,100.486,163.499,21.959,78.206,107.286,119.098,22.782,59.622,36.774,17.232,75.754,8.968,31.954,30.089,29.744,89.09,16.345,34.629,35.865,24.08,65.852,30.863,29.581,103.368,145.879,104.784,14.001,43.243,25.481,68.949,76.935,9.879,78.603,35.115,15.627,29.763,13.383,141.587,38.401,16.549,34.839,64.519,17.778,126.141,8.026,18.257,22.506,46.315,57.022,15.972,85.06,69.499,23.886,15.485,16.58,17.763,32.565,123.851,98.274,142.812,23.427,29.217,117.793,46.939,24.605,24.668,33.244,24.367,117.658,20.135,34.58,4.348,14.888,24.113,10.194,16.91,145.034,0,20.51,57.371,24.321,101.568,90.582,124.425,115.941, 
San Bartolo del Llano,50.541,82.697,125.187,56.227,44.127,19.92,36.642,198.461,106.823,33.526,40.812,102.852,32.443,15.552,114.344,110.263,25.57,155.994,34.944,4.903,3.348,33.223,68.853,5.935,83.973,146.986,35.759,93.941,121.086,102.585,33.939,43.109,20.261,31.032,89.554,15.156,13.751,21.941,13.231,72.577,28.934,36.901,29.85,8.738,79.652,37.303,23.946,86.855,129.366,118.584,26.35,57.043,7.278,82.749,124.058,11.775,62.09,29.104,12.26,21.615,17.142,148.24,52.201,5.852,50.574,78.319,31.578,158.697,26.824,43.989,7.165,60.115,70.822,19.904,98.86,85.234,5.683,29.285,25.447,22.174,46.365,154.394,81.761,126.299,46.277,40.374,101.28,60.739,38.405,33.5,42.284,38.167,101.145,4.576,48.38,23.148,7.834,37.913,22.318,7.229,128.521,20.51,0,66.776,33.726,86.51,99.987,146.803,100.883, 
Temascalcingo de Jos Mara Velasco,46.398,39.547,82.037,35.877,20.011,50.303,51.984,136.555,123.154,38.153,37.426,59.702,76.024,67.142,71.194,118.184,62.431,182.49,34.401,64.145,64.484,68.284,74.221,64.719,143.928,206.941,31.552,78.899,77.936,162.54,41.525,103.064,80.216,36.388,58.431,60.905,75.397,73.531,73.186,132.532,42.171,69.989,73.422,67.523,36.502,59.319,58.788,146.81,155.862,75.434,45.158,7.674,68.924,51.625,77.629,61.816,122.045,67.693,71.899,73.205,56.825,112.237,22.262,59.991,45.302,35.169,41.441,96.791,48.233,35.153,65.949,18.202,4.207,53.53,55.71,70.192,67.329,44.108,45.521,49.313,26.75,94.501,141.716,112.947,29.432,55.716,161.235,25.949,33.695,47.786,46.222,30.087,131.41,63.578,17.943,60.009,68.677,24.629,51.139,60.352,100.142,57.371,66.776,0,33.118,145.534,53.453,87.296,126.583, 
