LOCALIDADES,Escolsticas,Lagunillas,El Vegil,Esperanza,Victoria,La Venta de Ajuchitlancito,Alfajayucan,San Pedro de los Pozos (Mineral de Pozos),Guadalupe Septin,Puerto de Aguirre,El Tejocote,Colonia San Luis Rey,Bordo Blanco,San Antonio de la Cal,Fuentes de Balvanera,Los Rodrguez,Tolimn,Amexhe,El Castillo,El Palmar (Santa Mara del Palmar),Fuentezuelas,Obrajuelo,Tierra Blanca,Jess Mara,Galindo (San Jos Galindo),El Blanco,San Miguelito,Epigmenio Gonzlez (El Ahorcado),Ajuchitlancito,El Capuln,Tlaxcalilla,Colinas de Santa Cruz Segunda Seccin,El Cazadero,Visth,Atongo,La Gotera,Los Olvera,Santa Rosa Xajay,San Fandila,San Pablo Tolimn,San Juan del Llanito,San Bartolom Aguas Calientes,San Isidro Miranda,Montenegro,La Solana,Arcila,Santa Cruz,Bernal,Coroneo,Pie de Gallo,Buenavista,Chichimequillas,La Griega,La Fuente,La D,Colonia los ngeles,General Lzaro Crdenas (El Colorado),Tlacote el Bajo,El Salitre,La Piedad (San Miguel Colorado),Paso de Mata,San Clemente,Doctor Mora,Ajuchitln,La Llave,San Nicols,La Valla,Villa Progreso,Saldarriaga,Amazcala,La Estancia,La Lira,La Pradera,Misin de Chichimecas,El Sauz (Sauz Alto,Coln,Amealco de Bonfil,La Negreta,Santa Mara Magdalena,Pedro Escobedo,La Caada,San Pedro Mrtir,Juriquilla,Cadereyta de Montes,Ezequiel Montes,San Jos el Alto,Venceremos,San Jos de los Olvera,Santa Rosa Juregui,San Jos Iturbide,Tequisquiapan,San Luis de la Paz,San Miguel de Allende,El Pueblito,San Juan del Ro,Santiago de Quertaro, 
Doctor Mora,108.118,95.838,96.107,103.586,25.449,97.738,77.392,31.448,98.352,48.131,110.824,63.396,133.029,124.942,93.286,38.762,70.914,94.459,82.014,147.013,114.596,94.838,56.547,94.671,114.067,99.92,59.451,90.911,101.457,13.102,145.042,70.986,133.053,117.446,76.339,40.712,80.651,132.342,92.804,78.646,90.784,94.958,85.091,55,60.607,110.758,68.216,120.777,121.182,53.92,48.608,59.385,75.482,108.355,101.177,85.078,84.018,72.141,64.395,87.877,125.717,100.775,0,114.153,116.592,131.02,109.258,132.693,86.187,77.779,108.781,96.998,75.795,30.461,99.265,123.426,144.06,82.896,77.073,95.994,80.167,73.516,61.141,136.516,126.162,71.463,78.778,77.029,55.218,21.438,139.926,34.471,63.696,78.967,121.955,70.301, 
Ajuchitln,55.234,56.794,69.098,32.084,139.266,44.854,31.97,123.605,45.468,70.471,14.576,105.735,36.601,16.212,70.276,117.519,38.29,70.867,61.336,38.282,29.542,71.246,53.521,35.173,61.183,28.418,81.791,32.507,48.573,102.509,92.158,61.542,80.169,45.5,34.558,84.667,55.449,50.652,37.322,31.263,67.774,71.948,42.2,77.34,75.404,57.874,45.184,12.046,115.604,76.307,70.995,48.863,32.114,23.699,48.293,62.068,31.935,70.666,62.68,35.794,72.833,37.53,114.153,0,48.838,39.575,30.56,22.684,35.734,36.849,54.707,42.923,57.944,137.342,45.19,9.481,89.985,59.229,56.087,41.92,56.008,59.174,69.284,26.507,16.153,56.395,54.882,53.361,69.613,91.525,32.433,134.222,105.512,55.3,49.776,53.381, 
La Llave,31.748,46.926,71.558,29.488,141.705,29.258,61.562,126.044,16.469,72.91,21.413,108.174,13.554,51.105,72.736,119.958,73.183,73.327,63.796,57.444,19.466,73.706,81.326,45.048,22.463,25.21,84.23,29.278,32.977,104.948,41.165,64.002,29.176,3.605,65.044,87.106,57.909,12.868,33.453,66.156,70.234,74.408,44.66,79.779,77.864,19.154,60.233,46.94,66.643,78.746,73.434,63.912,47.163,12.808,24.656,64.528,34.395,73.126,65.14,38.254,21.84,13.21,116.592,48.838,0,10.02,6.128,40.137,45.844,53.982,11.397,27.427,60.794,140.191,19.047,45.195,46.914,62.079,58.937,21.658,58.858,62.024,72.134,45.585,32.969,59.245,57.732,56.211,72.462,94.374,18.926,137.071,108.361,58.15,9.151,56.231, 
San Nicols,46.176,61.354,85.985,34.798,156.133,43.686,75.989,140.472,40.654,87.338,26.723,122.602,4.291,41.842,87.163,134.386,63.92,87.754,78.223,48.181,13.19,88.133,95.754,59.475,36.891,30.52,98.658,43.706,47.405,119.376,42.908,78.429,30.919,6.729,79.471,101.534,72.336,11.881,47.881,56.893,84.661,88.835,59.087,94.207,92.291,33.582,74.66,37.677,72.663,93.174,87.862,78.339,61.59,22.637,39.084,78.955,48.822,87.553,79.567,52.681,23.583,23.039,131.02,39.575,10.02,0,15.893,30.805,60.015,68.153,25.801,41.599,74.965,154.363,33.219,48.732,45.516,76.25,73.108,35.83,73.029,76.195,86.305,36.253,23.637,73.416,71.903,70.382,86.634,108.546,9.594,151.243,122.533,72.321,10.909,70.402, 
La Valla,28.33,39.593,64.224,23.571,134.371,21.925,48.73,118.71,11.756,65.576,15.496,100.84,19.476,43.078,65.402,112.624,65.156,65.993,56.462,63.366,13.549,66.372,55.739,37.714,22.805,19.293,76.896,21.329,25.644,97.614,47.087,56.668,35.098,9.527,52.213,79.772,50.575,18.79,26.12,58.129,62.9,67.074,37.326,72.445,70.53,19.496,47.402,38.912,72.565,71.412,66.1,51.081,34.332,6.891,24.998,57.194,27.061,65.792,57.806,30.92,27.762,8.497,109.258,30.56,6.128,15.893,0,46.075,38.595,39.486,17.335,19.038,53.544,132.942,14.771,39.279,52.852,54.829,51.687,14.409,51.608,54.774,64.884,51.523,38.907,51.995,50.482,48.961,65.213,87.125,24.864,129.822,101.112,50.9,15.089,48.981, 
Villa Progreso,73.774,75.334,87.638,50.625,110.031,63.394,65.053,142.145,51.879,89.011,33.117,124.275,27.947,25.026,88.816,136.059,47.104,89.407,79.876,21.525,32.458,89.786,72.062,53.714,67.008,46.959,100.331,51.047,67.113,121.049,73.025,80.082,61.036,36.846,57.034,103.207,73.989,41.998,55.862,40.077,86.314,90.488,60.74,95.88,93.944,63.699,63.725,20.861,102.78,94.847,89.535,67.404,50.655,39.626,69.201,80.608,50.475,89.206,81.22,54.334,53.7,48.259,132.693,22.684,40.137,30.805,46.075,0,54.668,55.783,55.925,61.858,76.879,156.277,64.125,31.901,75.639,78.164,75.022,60.855,74.943,78.109,88.219,7.505,7.247,75.33,73.817,72.296,88.548,110.46,23.689,153.157,124.447,74.235,41.032,72.316, 
Saldarriaga,31.261,33.397,36.878,26.898,111.3,28.309,21.923,95.639,28.923,43.649,34.133,77.909,63.599,48.251,35.833,89.553,70.329,38.959,29.428,70.322,37.908,39.338,28.932,6.543,44.638,23.232,40.194,21.482,24.291,74.543,75.613,24.256,63.624,48.017,25.406,56.701,23.229,62.912,20.057,63.302,33.331,37.505,12.989,35.27,37.313,41.329,20.595,44.086,63.728,40.843,43.169,24.274,8.042,31.815,30.587,27.625,17.441,37.664,24.589,8.471,56.288,31.346,86.187,35.734,45.844,60.015,38.595,54.668,0,14.865,38.828,27.045,15.574,110.435,29.311,45.425,74.106,24.919,21.196,26.041,20.341,23.507,30.037,58.516,48.162,20.728,20.8,19.051,32.113,64.618,47.743,107.315,78.611,20.99,52.001,17.714, 
Amazcala,41.115,42.141,55.336,28.013,102.892,36.447,9.008,87.231,37.061,23.251,35.248,69.361,52.959,49.366,56.514,81.145,71.444,57.105,47.574,71.437,39.023,57.484,16.017,13.885,52.776,24.347,45.418,24.1,34.145,66.135,83.751,35.964,71.762,56.155,12.491,32.492,41.687,71.05,29.911,64.417,54.012,58.186,28.438,22.449,26.642,49.467,7.68,45.201,107.197,39.933,34.621,11.359,5.212,32.93,39.886,48.306,23.528,43.68,33.432,19.237,64.426,39.484,77.779,36.849,53.982,68.153,39.486,55.783,14.865,0,44.957,33.173,24.683,95.402,35.44,32.657,80.235,49.479,46.337,32.17,32.707,35.873,32.494,60.082,49.728,33.094,45.132,43.611,26.104,49.585,49.309,92.282,63.578,45.55,58.13,30.08, 
La Estancia,20.818,34.25,42.817,45.869,133.894,21.447,53.751,118.233,18.416,65.099,53.107,100.363,29.385,67.225,64.925,112.147,89.303,65.516,55.985,73.274,30.672,65.895,73.515,37.237,11.533,30.652,76.419,21.467,25.166,97.137,41.398,56.191,29.409,13.57,57.233,79.295,50.098,28.698,25.642,82.276,62.423,66.597,36.849,71.968,70.053,8.224,52.422,63.06,64.844,70.935,65.623,56.101,39.352,24.014,13.726,56.717,26.584,65.315,57.329,30.443,22.073,16.515,108.781,54.707,11.397,25.801,17.335,55.925,38.828,44.957,0,20.103,53.47,132.867,11.723,64.338,37.557,54.755,51.613,14.334,51.534,54.7,64.81,60.081,47.464,51.921,50.408,48.887,65.138,87.05,33.422,129.747,101.037,50.826,15.451,48.907, 
La Lira,9.743,18.592,31.742,23.088,122.111,5.774,41.967,106.45,9.366,53.316,41.323,88.58,45.183,55.441,53.141,100.364,77.519,53.732,44.201,77.512,28.083,54.111,61.732,25.454,17.103,18.81,64.636,9.684,8.409,85.354,57.196,44.407,45.207,29.6,45.449,67.512,38.314,44.496,9,70.492,50.639,54.813,25.065,60.185,58.269,10.777,40.638,51.276,51.173,59.152,53.84,44.317,27.568,19.369,4.808,44.933,14.801,53.531,45.545,18.66,37.871,11.789,96.998,42.923,27.427,41.599,19.038,61.858,27.045,33.173,20.103,0,42.275,121.672,6.46,53.143,42.672,43.56,40.418,5.746,40.339,43.505,53.615,66.233,55.879,40.726,39.213,37.692,53.943,75.855,48.237,118.552,89.842,39.631,30.266,37.712, 
La Pradera,46.408,32.541,36.022,49.106,100.908,43.259,33.477,85.248,43.872,33.258,56.344,67.518,78.549,70.462,37.512,79.162,92.54,38.103,28.572,92.533,60.116,38.482,31.487,18.098,59.588,45.44,29.802,36.432,39.438,64.151,90.563,20.195,78.574,62.967,36.96,46.31,22.373,77.862,35.204,85.513,35.01,39.184,20.018,24.879,26.922,56.279,32.149,66.297,65.407,30.452,32.778,36.05,19.596,53.875,46.698,29.304,32.391,27.078,16.83,25.555,71.238,46.295,75.795,57.944,60.794,74.965,53.544,76.879,15.574,24.683,53.47,42.275,0,97.594,44.173,68.313,88.968,26.205,23.064,40.902,15.527,18.094,16.876,81.403,71.049,11.611,21.858,20.337,19.272,51.777,84.833,94.474,65.77,22.276,66.862,12.295, 
Misin de Chichimecas,133.036,120.756,121.025,128.504,36.328,122.656,102.31,10.539,123.27,73.049,135.742,80.006,157.947,149.86,118.204,47.073,99.711,119.377,106.932,171.931,139.514,119.756,81.465,119.589,138.985,124.838,84.369,115.829,126.375,37.539,169.96,95.904,157.971,142.364,101.257,65.63,105.569,157.26,117.722,164.911,115.702,119.876,110.009,79.918,85.525,135.676,93.134,145.695,146.1,78.839,73.527,84.303,100.4,133.273,126.095,109.996,108.936,97.059,89.313,112.795,150.635,125.693,30.461,137.342,140.191,154.363,132.942,156.277,110.435,95.402,132.867,121.672,97.594,0,125.8,149.961,170.595,109.431,103.608,122.529,106.702,100.051,87.676,163.051,152.697,97.999,105.313,103.564,81.753,37.834,166.461,4.681,81.54,105.502,148.49,96.836, 
El Sauz (Sauz Alto,15.78,24.629,54.23,36.352,124.378,11.931,44.234,108.717,8.23,55.583,43.59,90.847,36.803,57.708,55.408,102.631,79.786,55.999,46.468,79.779,25.753,56.378,63.999,27.72,17.841,20.466,66.903,11.951,15.65,87.621,48.816,46.674,36.827,21.22,47.716,69.779,40.581,36.116,16.126,72.759,52.906,57.08,27.332,62.452,60.536,14.532,42.905,53.543,72.263,61.419,56.107,46.584,29.835,17.039,9.849,47.2,17.067,55.798,47.812,20.926,29.491,8.994,99.265,45.19,19.047,33.219,14.771,64.125,29.311,35.44,11.723,6.46,44.173,125.8,0,55.283,46.064,45.699,42.557,5.279,42.478,45.644,55.754,68.373,55.972,42.865,41.352,39.831,56.083,77.995,41.93,120.692,91.982,41.77,23.959,39.851, 
Coln,64.507,66.067,78.371,28.726,93.916,54.127,24.091,132.878,54.741,79.744,23.849,115.008,45.874,25.485,79.549,126.792,30.66,80.14,70.609,47.555,38.815,80.519,48.325,44.446,70.456,37.691,91.064,41.78,57.846,111.782,101.431,70.815,89.442,54.773,26.679,93.94,64.722,59.925,46.595,36.636,77.047,81.221,51.473,86.613,84.677,67.147,41.752,21.319,124.877,85.58,80.268,43.667,28.993,32.972,57.566,71.341,41.208,79.939,71.953,45.067,82.106,46.803,123.426,9.481,45.195,48.732,39.279,31.901,45.425,32.657,64.338,53.143,68.313,149.961,55.283,0,99.258,68.502,65.36,51.193,65.281,68.447,78.557,35.78,25.426,65.668,64.155,62.634,78.886,100.798,41.706,143.495,114.785,64.573,59.049,62.654, 
Amealco de Bonfil,40.184,42.31,43.623,81.147,169.173,44.23,89.029,153.512,53.694,100.378,88.385,135.642,49.1,102.503,100.203,147.426,124.581,100.794,91.263,92.989,57.999,101.173,108.794,72.515,29.265,65.93,111.698,56.746,46.865,132.416,66.677,91.469,54.688,41.389,92.511,114.574,85.376,48.413,47.455,117.554,97.701,101.875,72.127,107.247,105.331,31.521,87.7,98.338,25.181,106.214,100.902,91.379,74.63,59.838,36.524,91.995,61.862,100.593,92.607,65.721,47.352,51.793,144.06,89.985,46.914,45.516,52.852,75.639,74.106,80.235,37.557,42.672,88.968,170.595,46.064,99.258,0,67.757,89.722,52.443,89.643,92.809,102.919,85.798,73.181,90.03,88.517,69.436,103.248,125.159,59.139,167.856,139.146,67.166,41.168,87.016, 
La Negreta,39.676,26.434,18.637,50.391,108.009,44.544,58.273,92.348,45.157,40.358,57.629,74.618,79.834,71.747,13.628,86.262,93.825,20.33,9.629,93.818,61.401,19.119,38.587,33.635,60.872,46.725,31.645,37.717,40.723,71.252,91.847,20.161,79.858,64.252,61.755,53.41,8.596,79.147,36.489,86.798,11.126,15.3,21.303,31.979,34.022,57.563,56.944,67.582,43.712,37.552,39.878,43.15,38.266,55.16,47.983,5.42,33.675,18.959,21.298,26.84,72.522,47.58,82.896,59.229,62.079,76.25,54.829,78.164,24.919,49.479,54.755,43.56,26.205,109.431,45.699,68.502,67.757,0,16.302,41.066,24.504,16.435,28.48,81.567,71.213,21.018,10.321,6.423,28.809,61.315,84.997,104.012,75.308,4.153,67.026,14.79, 
Santa Mara Magdalena,44.551,28.908,29.177,47.249,102.186,41.402,55.131,86.525,42.015,34.535,54.487,68.795,76.692,68.605,20.788,80.439,90.683,19.933,6.874,90.676,58.259,12.995,32.764,30.493,57.73,43.583,26.876,34.575,37.581,65.429,88.706,4.988,76.717,61.11,58.613,47.587,13.721,76.005,33.347,83.656,18.286,22.46,18.161,26.156,28.199,54.421,53.802,64.44,54.252,31.729,34.055,37.327,35.124,52.018,44.841,12.58,30.533,14.19,15.475,23.698,69.381,44.438,77.073,56.087,58.937,73.108,51.687,75.022,21.196,46.337,51.613,40.418,23.064,103.608,42.557,65.36,89.722,16.302,0,38.592,17.681,4.566,22.871,79.093,68.739,16.851,9.959,8.37,23.2,55.706,82.523,98.403,69.699,11.419,64.552,9.021, 
Pedro Escobedo,15.065,26.329,50.96,21.251,121.107,8.661,40.964,105.446,4.737,52.312,23.029,87.576,39.414,54.438,52.138,99.36,76.516,52.729,43.198,76.509,23.454,53.108,60.728,24.45,20.452,16.973,63.632,8.681,12.38,84.35,51.427,43.404,39.438,23.831,44.446,66.508,37.311,38.727,12.856,69.489,49.636,53.81,24.062,59.181,57.266,17.143,39.635,50.273,74.873,58.148,52.836,43.314,26.565,14.74,9.134,43.93,13.797,52.528,44.542,17.656,32.102,7.16,95.994,41.92,21.658,35.83,14.409,60.855,26.041,32.17,14.334,5.746,40.902,122.529,5.279,51.193,52.443,41.066,38.592,0,37.558,40.724,50.833,63.452,53.098,37.945,36.431,34.91,51.162,73.074,49.534,115.771,87.061,36.849,31.563,34.931, 
La Caada,44.472,30.605,34.086,47.17,105.28,41.323,41.501,89.619,41.936,37.629,54.408,71.889,76.613,68.526,35.576,83.533,90.604,36.167,26.636,90.597,58.18,36.546,35.858,26.122,57.652,43.504,34.174,34.496,37.502,68.523,88.627,18.236,76.638,61.031,44.984,50.681,20.437,75.926,33.268,83.577,33.074,37.248,18.082,29.25,31.293,54.343,40.173,64.361,63.471,34.823,37.149,40.421,27.62,51.939,44.762,27.368,30.455,31.644,18.569,23.619,69.302,44.359,80.167,56.008,58.858,73.029,51.608,74.943,20.341,32.707,51.534,40.339,15.527,106.702,42.478,65.281,89.643,24.504,17.681,37.558,0,17.369,23.899,80.312,69.958,14.434,20.767,19.246,25.975,58.48,83.742,101.177,72.473,21.185,65.771,11.576, 
San Pedro Mrtir,47.638,33.771,34.31,50.336,98.629,44.489,44.667,82.968,45.102,30.978,57.574,65.238,79.779,71.692,20.921,76.882,93.77,20.066,7.007,93.763,61.346,12.374,29.207,33.58,60.818,46.67,19.053,37.662,40.668,61.872,91.793,0.716,79.804,64.197,48.15,44.03,18.854,79.092,36.434,86.743,18.419,22.593,21.248,22.599,24.642,57.509,42.601,67.527,59.385,28.172,30.498,33.77,30.786,55.105,47.928,12.713,33.621,11.459,10.503,26.785,72.468,47.525,73.516,59.174,62.024,76.195,54.774,78.109,23.507,35.873,54.7,43.505,18.094,100.051,45.644,68.447,92.809,16.435,4.566,40.724,17.369,0,18.392,83.529,73.175,16.595,15.667,13.918,20.468,52.973,86.959,95.67,66.966,15.856,68.988,7.994, 
Juriquilla,57.748,42.104,42.373,60.446,86.254,54.599,39.402,70.593,55.212,18.603,67.684,52.863,89.889,81.802,39.552,64.507,103.88,40.725,28.28,103.873,71.456,41.104,16.832,43.69,70.927,56.78,9.495,47.771,50.778,49.497,101.902,15.506,89.913,74.307,38.349,31.656,26.917,89.202,46.544,96.853,37.05,41.224,31.358,10.224,12.267,67.618,30.226,77.637,67.448,15.797,18.123,21.395,35.231,65.215,58.038,31.344,43.73,12.986,8.916,36.895,82.577,57.635,61.141,69.284,72.134,86.305,64.884,88.219,30.037,32.494,64.81,53.615,16.876,87.676,55.754,78.557,102.919,28.48,22.871,50.833,23.899,18.392,0,90.21,79.856,15.251,22.348,20.599,6.016,43.747,93.64,86.444,57.74,22.537,75.669,13.87, 
Cadereyta de Montes,77.597,79.157,91.461,54.448,104.217,67.217,68.876,145.968,67.831,92.834,36.94,128.098,33.395,19.212,92.639,139.882,41.29,93.23,83.699,14.174,37.906,93.609,75.885,57.537,72.456,50.782,104.154,54.871,70.936,124.872,78.473,83.905,66.484,42.294,60.857,107.03,77.812,47.446,59.685,34.263,90.137,94.311,64.563,99.703,97.767,69.147,67.548,15.047,108.228,98.67,93.358,71.227,54.478,45.074,70.656,84.431,54.298,93.029,85.043,58.157,59.148,53.707,136.516,26.507,45.585,36.253,51.523,7.505,58.516,60.082,60.081,66.233,81.403,163.051,68.373,35.78,85.798,81.567,79.093,63.452,80.312,83.529,90.21,0,13.511,79.066,77.553,76.032,92.284,114.196,29.121,156.893,128.183,77.971,46.465,76.052, 
Ezequiel Montes,67.243,68.803,81.107,44.094,104.094,56.863,58.522,135.614,44.711,82.48,26.586,117.744,20.779,19.089,82.285,129.528,41.167,82.876,73.345,25.428,25.29,83.255,65.531,47.183,59.839,40.428,93.8,44.516,60.582,114.518,65.856,73.551,53.867,29.678,50.503,96.676,67.458,34.829,49.331,34.14,79.783,83.957,54.209,89.349,87.413,56.53,57.194,14.924,95.611,88.316,83.004,60.873,44.124,32.458,62.032,74.077,43.944,82.675,74.689,47.803,46.531,41.091,126.162,16.153,32.969,23.637,38.907,7.247,48.162,49.728,47.464,55.879,71.049,152.697,55.972,25.426,73.181,71.213,68.739,53.098,69.958,73.175,79.856,13.511,0,68.525,67.012,65.491,81.743,103.655,18.188,146.352,117.642,67.43,35.531,65.511, 
San Jos el Alto,44.859,30.992,34.473,47.557,96.576,41.71,41.888,80.916,42.323,28.45,54.795,63.713,77,68.913,32.091,74.83,90.991,36.554,27.023,90.984,58.567,36.933,27.155,26.509,58.039,43.891,25.47,34.883,37.889,59.819,89.014,13.841,77.025,61.418,45.371,41.978,20.824,76.313,33.655,83.964,29.589,33.763,18.469,20.547,22.59,54.73,40.56,64.748,59.986,26.12,28.973,31.718,28.007,52.326,45.149,23.883,31.403,22.746,7.253,24.006,69.689,44.746,71.463,56.395,59.245,73.416,51.995,75.33,20.728,33.094,51.921,40.726,11.611,97.999,42.865,65.668,90.03,21.018,16.851,37.945,14.434,16.595,15.251,79.066,68.525,0,20.722,18.973,18.738,49.843,85.387,92.54,63.83,20.911,67.416,9.54, 
Venceremos,43.346,22.751,18.35,46.044,103.891,40.197,53.926,88.23,40.81,36.24,53.282,70.5,75.487,67.4,20.067,82.144,89.478,25.107,15.576,89.471,57.054,25.486,34.469,29.288,56.525,42.378,32.785,33.37,36.376,67.134,87.5,16.043,75.511,59.905,57.408,49.292,4.702,74.8,32.142,82.451,17.565,21.739,16.956,27.861,29.904,53.216,52.597,63.235,48.65,33.434,35.76,39.032,33.919,50.813,43.636,11.858,29.328,22.684,17.18,22.493,68.175,43.233,78.778,54.882,57.732,71.903,50.482,73.817,20.8,45.132,50.408,39.213,21.858,105.313,41.352,64.155,88.517,10.321,9.959,36.431,20.767,15.667,22.348,77.553,67.012,20.722,0,3.981,23.634,56.14,79.822,98.837,70.133,5.282,61.851,9.615, 
San Jos de los Olvera,41.825,28.113,20.316,44.523,102.142,38.676,52.405,86.481,39.289,34.491,51.761,68.751,73.966,65.879,17.495,80.395,87.957,23.459,13.734,87.95,55.533,23.838,32.72,27.767,55.004,40.857,31.036,31.849,34.855,65.385,85.979,14.294,73.99,58.384,55.887,47.543,5.987,73.279,30.621,80.93,14.993,19.167,15.435,26.112,28.155,51.695,51.076,61.714,45.391,31.685,34.011,37.283,32.398,49.292,42.115,9.287,27.807,23.064,15.431,20.972,66.654,41.712,77.029,53.361,56.211,70.382,48.961,72.296,19.051,43.611,48.887,37.692,20.337,103.564,39.831,62.634,69.436,6.423,8.37,34.91,19.246,13.918,20.599,76.032,65.491,18.973,3.981,0,23.122,55.628,79.31,98.325,69.621,4.565,61.339,9.103, 
Santa Rosa Juregui,58.076,42.433,42.702,60.775,80.331,54.927,33.012,64.67,55.541,12.68,68.013,46.94,90.218,82.131,39.881,58.584,104.209,41.054,28.609,104.202,71.785,41.433,10.442,44.018,71.256,57.109,6.148,48.1,51.106,43.574,102.231,17.582,90.242,74.635,31.959,25.732,27.246,89.531,46.872,97.182,37.379,41.553,31.687,3.834,7.173,67.947,23.836,77.966,67.777,8.564,12.2,15.005,31.102,65.544,58.366,31.673,44.059,14.574,10.991,37.223,82.906,57.964,55.218,69.613,72.462,86.634,65.213,88.548,32.113,26.104,65.138,53.943,19.272,81.753,56.083,78.886,103.248,28.809,23.2,51.162,25.975,20.468,6.016,92.284,81.743,18.738,23.634,23.122,0,34.997,95.623,77.694,48.99,24.52,77.652,15.854, 
San Jos Iturbide,87.219,74.939,75.208,82.687,46.551,76.839,56.493,28.499,77.453,27.232,89.925,62.449,112.13,104.043,72.387,36.481,126.121,73.56,61.115,126.114,93.697,73.939,35.648,73.772,93.168,79.021,38.552,70.012,80.558,9.794,124.143,50.087,112.154,96.547,55.44,19.813,59.752,111.443,71.905,119.094,69.885,74.059,64.192,34.101,39.708,89.859,47.317,99.878,100.283,33.021,27.709,38.486,54.583,87.456,80.278,64.179,63.119,51.242,43.496,66.978,104.818,79.876,21.438,91.525,94.374,108.546,87.125,110.46,64.618,49.585,87.05,75.855,51.777,37.834,77.995,100.798,125.159,61.315,55.706,73.074,58.48,52.973,43.747,114.196,103.655,49.843,56.14,55.628,34.997,0,119.255,51.145,63.156,58.296,101.284,49.63, 
Tequisquiapan,55.082,70.26,94.891,32.943,165.039,52.592,58.103,149.378,30.757,96.244,24.868,131.508,6.737,34.7,96.069,143.292,56.778,96.66,87.129,41.039,11.336,97.039,65.112,46.763,45.797,28.665,107.564,36.142,56.311,128.282,51.814,87.335,39.825,15.635,66.783,110.44,81.242,20.787,56.787,49.751,93.567,97.741,67.993,103.113,101.197,42.488,56.775,30.535,81.569,102.08,96.768,60.454,43.705,18.504,47.99,87.861,57.728,96.459,88.473,61.587,32.489,27.137,139.926,32.433,18.926,9.594,24.864,23.689,47.743,49.309,33.422,48.237,84.833,166.461,41.93,41.706,59.139,84.997,82.523,49.534,83.742,86.959,93.64,29.121,18.188,85.387,79.822,79.31,95.623,119.255,0,160.108,131.398,81.186,19.774,79.267, 
San Luis de la Paz,129.916,117.636,117.905,125.384,39.254,119.536,99.19,11.437,120.15,69.929,132.622,76.886,154.827,146.74,115.084,43.953,102.637,116.257,103.812,168.811,136.394,116.636,78.345,116.469,135.865,121.718,81.249,112.709,123.255,42.924,166.84,92.784,154.851,139.244,98.137,62.51,102.449,154.14,114.602,161.791,112.582,116.756,106.889,76.798,82.405,132.556,90.014,142.575,142.98,75.719,70.407,81.183,97.28,130.153,122.975,106.876,105.816,93.939,86.193,109.675,147.515,122.573,34.471,134.222,137.071,151.243,129.822,153.157,107.315,92.282,129.747,118.552,94.474,4.681,120.692,143.495,167.856,104.012,98.403,115.771,101.177,95.67,86.444,156.893,146.352,92.54,98.837,98.325,77.694,51.145,160.108,0,78.157,102.119,145.107,93.453, 
San Miguel de Allende,101.206,88.932,89.201,96.674,88.809,90.826,70.486,61.83,91.44,41.225,103.912,3.416,126.117,118.03,81.255,25.962,140.108,71.622,75.108,140.101,107.684,79.121,49.641,87.759,107.155,93.008,52.545,83.999,94.545,72.183,138.13,64.08,126.141,110.534,69.433,54.341,73.745,125.43,85.892,133.081,83.878,88.052,78.185,48.094,53.701,103.846,61.31,113.865,114.276,42.225,36.297,52.479,90.157,101.443,94.265,78.172,77.106,65.235,57.489,80.965,118.805,93.863,63.696,105.512,108.361,122.533,101.112,124.447,78.611,63.578,101.037,89.842,65.77,81.54,91.982,114.785,139.146,75.308,69.699,87.061,72.473,66.966,57.74,128.183,117.642,63.83,70.133,69.621,48.99,63.156,131.398,78.157,0,71.332,114.18,62.666, 
El Pueblito,43.764,25.843,18.046,46.462,104.08,40.615,54.344,88.419,41.228,36.429,53.7,70.689,75.905,67.818,15.225,82.333,89.896,25.398,11.464,89.889,57.472,25.777,34.658,29.706,56.943,42.796,32.974,33.788,36.794,67.323,87.918,16.232,75.929,60.323,57.826,49.481,3.614,75.218,32.56,82.869,12.723,16.897,17.374,28.05,30.093,53.634,53.015,63.653,43.121,33.623,35.949,39.221,34.337,51.231,44.054,7.017,29.746,20.794,17.369,22.911,68.593,43.651,78.967,55.3,58.15,72.321,50.9,74.235,20.99,45.55,50.826,39.631,22.276,105.502,41.77,64.573,67.166,4.153,11.419,36.849,21.185,15.856,22.537,77.971,67.43,20.911,5.282,4.565,24.52,58.296,81.186,102.119,71.332,0,63.945,11.709, 
San Juan del Ro,37.111,52.289,76.92,59.042,147.068,34.621,66.924,131.407,31.589,78.273,30.373,113.537,14.493,52.043,78.098,125.321,74.121,78.689,69.158,58.382,23.392,79.068,86.689,50.41,27.826,34.17,89.593,34.641,38.34,110.311,23.426,69.364,21.854,6.783,70.406,92.469,63.271,13.806,38.816,67.094,75.596,79.77,50.022,85.142,83.226,24.517,65.595,47.878,63.598,84.109,78.797,69.274,52.525,21.768,30.019,69.89,39.757,78.488,70.502,43.616,14.518,29.688,121.955,49.776,9.151,10.909,15.089,41.032,52.001,58.13,15.451,30.266,66.862,148.49,23.959,59.049,41.168,67.026,64.552,31.563,65.771,68.988,75.669,46.465,35.531,67.416,61.851,61.339,77.652,101.284,19.774,145.107,114.18,63.945,0,61.329, 
